RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:ARG,MEASURED ROUNDS,Year,Stat ID
116,116,Scott Stallings,82,-.017,-1.182,68,2019,02569
T117,T117,Cameron Davis,76,-.021,-1.197,57,2019,02569
T117,T117,Nate Lashley,70,-.021,-1.154,55,2019,02569
119,120,Ollie Schniederjans,77,-.025,-1.495,61,2019,02569
120,121,Daniel Berger,70,-.029,-1.688,59,2019,02569
121,122,Sergio Garcia,53,-.051,-1.927,38,2019,02569
122,123,Carlos Ortiz,84,-.060,-4.285,72,2019,02569
123,124,Kyle Stanley,81,-.062,-3.383,55,2019,02569
124,125,Bubba Watson,65,-.067,-3.351,50,2019,02569
125,126,Brady Schnell,53,-.071,-2.778,39,2019,02569
126,127,Bronson Burgoon,59,-.074,-3.481,47,2019,02569
127,128,Adam Schenk,102,-.075,-6.154,82,2019,02569
128,129,Ben Silverman,70,-.079,-4.413,56,2019,02569
T129,T130,Beau Hossler,87,-.080,-5.431,68,2019,02569
T129,T130,Whee Kim,73,-.080,-3.752,47,2019,02569
131,132,Sung Kang,86,-.083,-5.802,70,2019,02569
132,134,Keith Mitchell,86,-.102,-6.239,61,2019,02569
133,135,Talor Gooch,54,-.104,-5.005,48,2019,02569
134,136,Roger Sloan,88,-.105,-7.333,70,2019,02569
135,137,Anders Albertson,68,-.113,-5.890,52,2019,02569
136,138,Richy Werenski,89,-.114,-8.345,73,2019,02569
137,149,Chez Reavie,99,-.117,-8.195,70,2019,02569
138,140,Patton Kizzire,76,-.120,-6.337,53,2019,02569
139,139,Corey Conners,90,-.123,-8.457,69,2019,02569
140,141,Kyoung-Hoon Lee,92,-.124,-7.703,62,2019,02569
T141,T143,Danny Lee,83,-.139,-10.005,72,2019,02569
T141,T143,Anirban Lahiri,73,-.139,-8.221,59,2019,02569
143,145,Joey Garber,63,-.140,-6.039,43,2019,02569
144,146,Keegan Bradley,89,-.142,-9.525,67,2019,02569
145,147,Adam Long,76,-.151,-10.277,68,2019,02569
146,148,Brice Garnett,87,-.153,-9.951,65,2019,02569
147,150,Curtis Luck,65,-.157,-6.891,44,2019,02569
148,151,Sam Ryder,76,-.161,-9.642,60,2019,02569
149,152,Josh Teater,73,-.162,-8.608,53,2019,02569
T150,T153,J.J. Henry,58,-.163,-6.691,41,2019,02569
T150,T153,Tom Hoge,98,-.163,-11.765,72,2019,02569
152,155,Freddie Jacobson,53,-.178,-7.128,40,2019,02569
153,162,Kevin Kisner,97,-.186,-13.214,71,2019,02569
154,156,Jhonattan Vegas,75,-.190,-11.600,61,2019,02569
155,157,Sepp Straka,78,-.191,-11.078,58,2019,02569
156,158,Cody Gribble,74,-.193,-11.199,58,2019,02569
157,159,Scott Brown,86,-.194,-13.182,68,2019,02569
158,160,Tyler Duncan,89,-.197,-12.832,65,2019,02569
159,161,Joel Dahmen,100,-.204,-15.509,76,2019,02569
160,163,Ryan Palmer,74,-.216,-11.030,51,2019,02569
161,164,Adam Hadwin,86,-.227,-14.096,62,2019,02569
162,165,Brendan Steele,68,-.228,-11.647,51,2019,02569
163,166,Charley Hoffman,74,-.230,-10.827,47,2019,02569
164,167,Hudson Swafford,59,-.239,-11.216,47,2019,02569
165,172,Jason Kokrak,94,-.241,-18.090,75,2019,02569
166,168,Andrew Landry,80,-.244,-15.854,65,2019,02569
167,169,Sam Saunders,78,-.247,-16.536,67,2019,02569
168,170,Chesson Hadley,76,-.252,-15.128,60,2019,02569
169,171,Alex Cejka,58,-.257,-10.284,40,2019,02569
170,173,Johnson Wagner,64,-.268,-12.614,47,2019,02569
171,174,Kelly Kraft,87,-.273,-17.773,65,2019,02569
172,175,Jim Knous,57,-.275,-10.723,39,2019,02569
173,176,Trey Mullinax,77,-.293,-18.458,63,2019,02569
174,177,Sangmoon Bae,60,-.302,-12.088,40,2019,02569
T175,T178,Max Homa,82,-.304,-21.008,69,2019,02569
T175,T178,Sam Burns,80,-.304,-20.676,68,2019,02569
177,180,David Hearn,55,-.309,-10.512,34,2019,02569
178,181,Chase Wright,75,-.313,-17.836,57,2019,02569
179,182,Alex Prugh,77,-.323,-18.418,57,2019,02569
180,183,Jim Herman,52,-.325,-12.332,38,2019,02569
181,184,"Ted Potter, Jr.",73,-.335,-20.076,60,2019,02569
182,185,Emiliano Grillo,85,-.345,-18.996,55,2019,02569
T183,T186,John Chin,58,-.366,-13.897,38,2019,02569
T183,T186,Seth Reeves,73,-.366,-19.393,53,2019,02569
185,188,Austin Cook,68,-.372,-19.739,53,2019,02569
186,190,Satoshi Kodaira,67,-.414,-21.131,51,2019,02569
187,191,Hunter Mahan,59,-.574,-26.998,47,2019,02569
188,192,Cameron Champ,78,-.597,-40.617,68,2019,02569
