RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK,Year,Stat ID
T88,T88,Brandon Harkins,91,"36' 3""","44,455.083","1,227",Under,2019,331
T90,T90,Michael Thompson,71,"36' 4""","42,106.333","1,158",1 Under,2019,331
T90,T90,Kyle Jones,72,"36' 4""","35,219.500",969,Under,2019,331
T90,T90,Kramer Hickok,79,"36' 4""","38,127.667","1,050",Under,2019,331
T90,T90,Anders Albertson,68,"36' 4""","33,949.583",934,Under,2019,331
T94,T108,Tommy Fleetwood,71,"36' 5""","32,300.500",886,1 Under,2019,331
T94,T94,Anirban Lahiri,73,"36' 5""","38,136.917","1,047",Under,2019,331
T94,T94,Bud Cauley,82,"36' 5""","48,110.000","1,322",1 Under,2019,331
T94,T94,Fabián Gómez,62,"36' 5""","31,330.917",860,Under,2019,331
T94,T94,Jonas Blixt,82,"36' 5""","41,655.167","1,145",Under,2019,331
T99,99,Brian Gay,93,"36' 6""","46,914.417","1,285",Under,2019,331
T99,T94,Tony Finau,89,"36' 6""","42,033.083","1,152",1 Under,2019,331
T101,T100,C.T. Pan,84,"36' 7""","39,255.250","1,074",Under,2019,331
T101,T100,Brice Garnett,87,"36' 7""","42,512.167","1,161",1 Under,2019,331
T101,T100,Byeong Hun An,80,"36' 7""","39,719.500","1,085",1 Under,2019,331
T101,T100,Peter Malnati,87,"36' 7""","49,774.250","1,362",1 Under,2019,331
T101,T100,Bryson DeChambeau,75,"36' 7""","43,104.167","1,178",1 Under,2019,331
T101,T100,Richy Werenski,89,"36' 7""","47,654.917","1,303",1 Under,2019,331
107,107,Scott Brown,86,"36' 8""","44,544.083","1,215",Under,2019,331
T108,T108,Jason Day,69,"36' 9""","30,821.750",838,1 Under,2019,331
T108,T108,Jhonattan Vegas,75,"36' 9""","39,855.917","1,084",1 Under,2019,331
T108,T108,Robert Streb,80,"36' 9""","39,433.833","1,072",Under,2019,331
T108,T108,Hudson Swafford,59,"36' 9""","30,801.917",839,Under,2019,331
T108,T108,Andrew Putnam,81,"36' 9""","36,809.333","1,001",1 Under,2019,331
T108,T108,Cameron Tringale,73,"36' 9""","33,499.417",911,1 Under,2019,331
T108,T108,Cody Gribble,74,"36' 9""","37,867.167","1,030",Over,2019,331
T115,T116,Trey Mullinax,77,"36' 10""","41,369.083","1,122",Under,2019,331
T115,T116,Kyoung-Hoon Lee,92,"36' 10""","40,967.667","1,111",Under,2019,331
T115,T116,Pat Perez,68,"36' 10""","26,930.000",731,Under,2019,331
T115,T116,Rory Sabbatini,97,"36' 10""","49,880.167","1,355",1 Under,2019,331
T119,T121,Jonathan Byrd,55,"36' 11""","23,749.333",644,Under,2019,331
T119,T121,J.B. Holmes,78,"36' 11""","31,624.833",856,Under,2019,331
T119,T121,Martin Laird,88,"36' 11""","48,149.250","1,304",1 Under,2019,331
T119,T121,Billy Horschel,99,"36' 11""","45,544.500","1,235",1 Under,2019,331
T119,T121,Sebastián Muñoz,86,"36' 11""","42,218.000","1,144",1 Under,2019,331
T119,T121,Adam Schenk,102,"36' 11""","54,190.583","1,467",1 Under,2019,331
125,127,Henrik Stenson,58,"37' 0""","27,927.250",755,Under,2019,331
T126,T128,J.J. Henry,58,"37' 1""","27,222.333",734,Over,2019,331
T126,T128,Jimmy Walker,74,"37' 1""","37,950.750","1,023",Under,2019,331
T126,T128,Sung Kang,86,"37' 1""","46,245.333","1,246",Under,2019,331
T126,T128,Patton Kizzire,76,"37' 1""","35,059.583",945,Under,2019,331
T126,T128,Carlos Ortiz,84,"37' 1""","47,610.417","1,284",1 Under,2019,331
T131,T133,Dylan Frittelli,83,"37' 2""","45,441.750","1,222",1 Under,2019,331
T131,T133,Graeme McDowell,75,"37' 2""","33,247.667",894,Under,2019,331
T131,T138,Xander Schauffele,77,"37' 2""","34,978.083",941,1 Under,2019,331
T131,T133,Sungjae Im,122,"37' 2""","66,323.667","1,784",2 Under,2019,331
T131,T133,Daniel Berger,70,"37' 2""","38,971.667","1,049",Under,2019,331
136,137,Joey Garber,63,"37' 3""","28,638.750",768,Under,2019,331
T137,T138,Keith Mitchell,86,"37' 4""","40,620.583","1,087",1 Under,2019,331
T137,T138,Nick Taylor,97,"37' 4""","57,382.167","1,538",1 Under,2019,331
T137,T138,Luke List,66,"37' 4""","36,637.083",981,Under,2019,331
T137,T147,Brandt Snedeker,102,"37' 4""","53,541.833","1,434",1 Under,2019,331
T141,T142,Si Woo Kim,87,"37' 5""","39,232.583","1,049",1 Under,2019,331
T141,T142,Aaron Wise,72,"37' 5""","35,918.250",961,1 Under,2019,331
T143,T144,Chris Stroud,70,"37' 6""","34,832.417",929,Over,2019,331
T143,T144,Satoshi Kodaira,67,"37' 6""","33,943.000",906,Over,2019,331
T143,T144,José de Jesús Rodríguez,67,"37' 6""","32,778.833",874,Under,2019,331
T146,T147,Branden Grace,76,"37' 7""","30,228.667",804,Under,2019,331
T146,T147,Roberto Díaz,73,"37' 7""","34,234.917",910,Under,2019,331
T146,T147,Peter Uihlein,84,"37' 7""","39,008.833","1,038",Under,2019,331
149,151,Michael Kim,61,"37' 8""","30,240.333",803,1 Over,2019,331
T150,152,Rafa Cabrera Bello,71,"37' 9""","32,268.917",854,Under,2019,331
T150,T153,Patrick Reed,93,"37' 9""","49,326.833","1,306",1 Under,2019,331
T152,T153,Jordan Spieth,82,"37' 10""","44,402.000","1,173",1 Under,2019,331
T152,T153,Hunter Mahan,59,"37' 10""","31,525.917",834,Under,2019,331
T154,T156,Jim Knous,57,"37' 11""","26,471.333",698,Under,2019,331
T154,T156,Kelly Kraft,87,"37' 11""","44,059.000","1,162",Over,2019,331
T154,T156,Kevin Tway,84,"37' 11""","45,456.750","1,200",1 Under,2019,331
157,159,Johnson Wagner,64,"38' 0""","32,018.917",843,1 Under,2019,331
158,160,Patrick Rodgers,55,"38' 1""","30,514.667",801,Under,2019,331
T159,T162,Kevin Na,65,"38' 3""","29,925.417",783,Under,2019,331
T159,161,Charles Howell III,94,"38' 3""","50,002.583","1,307",1 Under,2019,331
T159,T162,Cameron Champ,78,"38' 3""","46,429.417","1,215",Under,2019,331
T162,T164,Ollie Schniederjans,77,"38' 4""","41,621.667","1,086",Under,2019,331
T162,T164,Freddie Jacobson,53,"38' 4""","27,356.333",713,Over,2019,331
T162,T164,Ernie Els,51,"38' 4""","20,528.417",535,Over,2019,331
T162,T164,John Chin,58,"38' 4""","25,853.083",674,Even,2019,331
T166,T168,Mackenzie Hughes,80,"38' 5""","45,440.333","1,182",Under,2019,331
T166,T168,Rod Pampling,56,"38' 5""","28,146.833",732,Over,2019,331
T168,T170,Harris English,97,"38' 6""","53,943.083","1,400",1 Under,2019,331
T168,T170,Julián Etulain,70,"38' 6""","35,151.083",913,Under,2019,331
T168,T170,Kiradech Aphibarnrat,65,"38' 6""","30,643.000",796,Under,2019,331
T168,T170,Curtis Luck,65,"38' 6""","29,962.917",778,Under,2019,331
T172,T174,Sam Burns,80,"38' 7""","46,719.833","1,211",Under,2019,331
T172,T174,Ryan Blaum,90,"38' 7""","49,354.583","1,280",1 Under,2019,331
T174,T177,Sangmoon Bae,60,"38' 8""","27,625.083",714,Under,2019,331
T174,T177,Bill Haas,77,"38' 8""","42,196.083","1,091",Under,2019,331
T174,T177,Matt Jones,88,"38' 8""","45,617.583","1,180",1 Under,2019,331
T177,T180,Aaron Baddeley,55,"38' 9""","28,942.000",747,Under,2019,331
T177,T180,J.J. Spaun,90,"38' 9""","44,269.083","1,143",1 Under,2019,331
T177,T180,Dominic Bozzelli,73,"38' 9""","33,824.000",873,1 Under,2019,331
180,183,Seamus Power,80,"38' 11""","42,644.000","1,096",Under,2019,331
T181,T185,Alex Noren,63,"39' 1""","29,888.167",765,Under,2019,331
T181,T185,Stephan Jaeger,77,"39' 1""","39,628.667","1,015",1 Under,2019,331
183,187,Wyndham Clark,87,"39' 2""","50,703.333","1,294",1 Under,2019,331
T184,T188,Seth Reeves,73,"39' 3""","36,979.333",943,Over,2019,331
T184,T188,Denny McCarthy,89,"39' 3""","48,441.750","1,233",1 Under,2019,331
T184,T188,Bubba Watson,65,"39' 3""","34,898.500",890,Under,2019,331
187,191,Beau Hossler,87,"39' 5""","47,588.583","1,208",Under,2019,331
188,192,Martin Trainer,63,"42' 0""","37,449.667",891,Over,2019,331
