RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:APP,MEASURED ROUNDS,Year,Stat ID
34,46,Jon Rahm,75,.405,21.449,53,2019,02568
35,37,Zach Johnson,64,.398,21.092,53,2019,02568
36,38,Charley Hoffman,74,.396,18.629,47,2019,02568
37,39,Ryan Palmer,74,.395,20.120,51,2019,02568
38,35,Tony Finau,89,.384,24.982,65,2019,02568
39,40,Tom Hoge,98,.381,27.404,72,2019,02568
40,41,Troy Merritt,69,.366,20.495,56,2019,02568
41,42,Josh Teater,73,.361,19.112,53,2019,02568
42,44,Russell Henley,78,.334,20.353,61,2019,02568
43,29,Lucas Glover,94,.330,26.770,81,2019,02568
44,45,Cameron Tringale,73,.327,16.691,51,2019,02568
T45,T47,Kyle Stanley,81,.309,17.018,55,2019,02568
T45,T47,Sepp Straka,78,.309,17.901,58,2019,02568
47,27,Dustin Johnson,73,.288,16.143,56,2019,02568
48,51,Hank Lebioda,76,.281,16.278,58,2019,02568
49,52,Vaughn Taylor,93,.269,22.059,82,2019,02568
50,53,Brian Stuard,98,.266,20.487,77,2019,02568
51,54,Scott Stallings,82,.259,17.632,68,2019,02568
52,50,Kevin Kisner,97,.257,18.262,71,2019,02568
53,56,Danny Willett,63,.250,12.505,50,2019,02568
54,57,Bryson DeChambeau,75,.236,15.588,66,2019,02568
55,58,Tommy Fleetwood,71,.235,11.773,50,2019,02568
56,59,Chesson Hadley,76,.231,13.864,60,2019,02568
57,60,Peter Malnati,87,.225,17.084,76,2019,02568
58,61,J.T. Poston,100,.223,19.599,88,2019,02568
59,62,Alex Prugh,77,.222,12.638,57,2019,02568
60,63,Jhonattan Vegas,75,.219,13.372,61,2019,02568
61,64,Tyrrell Hatton,62,.218,9.156,42,2019,02568
62,49,Louis Oosthuizen,71,.208,9.979,48,2019,02568
63,65,Jonathan Byrd,55,.204,7.331,36,2019,02568
64,66,Andrew Landry,80,.200,13.032,65,2019,02568
65,67,Bud Cauley,82,.196,14.490,74,2019,02568
66,T68,Dylan Frittelli,83,.186,12.644,68,2019,02568
67,70,Max Homa,82,.179,12.331,69,2019,02568
T68,T71,Cameron Davis,76,.165,9.380,57,2019,02568
T68,T71,Anders Albertson,68,.165,8.595,52,2019,02568
T70,55,Rickie Fowler,76,.158,9.980,63,2019,02568
T70,73,Sam Ryder,76,.158,9.482,60,2019,02568
72,74,Danny Lee,83,.156,11.229,72,2019,02568
73,75,Ian Poulter,65,.150,6.594,44,2019,02568
T74,T76,Scott Piercy,90,.147,10.302,70,2019,02568
T74,T76,Billy Horschel,99,.147,10.157,69,2019,02568
76,78,Adam Schenk,102,.142,11.624,82,2019,02568
77,79,Joel Dahmen,100,.141,10.735,76,2019,02568
T78,T68,Patrick Reed,93,.138,10.083,73,2019,02568
T78,80,Adam Long,76,.138,9.415,68,2019,02568
80,82,Trey Mullinax,77,.134,8.413,63,2019,02568
81,83,Kevin Tway,84,.124,8.291,67,2019,02568
82,84,Hudson Swafford,59,.119,5.571,47,2019,02568
83,85,Jim Knous,57,.111,4.331,39,2019,02568
84,86,Branden Grace,76,.110,4.947,45,2019,02568
85,87,Rory Sabbatini,97,.103,7.824,76,2019,02568
86,88,Sam Saunders,78,.100,6.681,67,2019,02568
87,89,Roger Sloan,88,.096,6.718,70,2019,02568
88,90,J.J. Spaun,90,.094,5.990,64,2019,02568
89,91,Harold Varner III,84,.093,6.894,74,2019,02568
90,92,Jason Dufner,74,.091,5.182,57,2019,02568
91,93,Rafa Cabrera Bello,71,.089,4.292,48,2019,02568
92,T102,Brandt Snedeker,102,.083,6.634,80,2019,02568
93,94,J.B. Holmes,78,.079,3.807,48,2019,02568
T94,95,Martin Laird,88,.075,5.443,73,2019,02568
T94,81,Sungjae Im,122,.075,7.478,100,2019,02568
96,96,Nick Watney,87,.071,4.927,69,2019,02568
T97,T97,C.T. Pan,84,.054,3.233,60,2019,02568
T97,T97,Sebastián Muñoz,86,.054,3.482,64,2019,02568
99,99,Jimmy Walker,74,.051,2.880,57,2019,02568
100,100,Brandon Harkins,91,.042,2.929,69,2019,02568
101,T102,Francesco Molinari,61,.040,1.667,42,2019,02568
102,104,Keith Mitchell,86,.037,2.268,61,2019,02568
103,105,Sung Kang,86,.036,2.495,70,2019,02568
104,106,Mackenzie Hughes,80,.032,2.095,66,2019,02568
105,108,Michael Thompson,71,.018,1.187,65,2019,02568
106,101,Abraham Ancer,93,.011,.758,71,2019,02568
107,109,David Hearn,55,.009,.318,34,2019,02568
108,110,Adam Hadwin,86,.008,.477,62,2019,02568
109,111,Daniel Berger,70,.007,.405,59,2019,02568
110,112,Cameron Smith,79,.004,.217,53,2019,02568
111,113,Ryan Armour,92,-.002,-.145,75,2019,02568
112,114,Luke List,66,-.005,-.294,55,2019,02568
113,115,Kyoung-Hoon Lee,92,-.011,-.710,62,2019,02568
114,117,Alex Cejka,58,-.014,-.545,40,2019,02568
115,118,Johnson Wagner,64,-.015,-.694,47,2019,02568
116,119,Graeme McDowell,75,-.016,-.817,50,2019,02568
117,120,Bronson Burgoon,59,-.033,-1.540,47,2019,02568
118,121,Jonas Blixt,82,-.039,-2.488,64,2019,02568
119,122,Nick Taylor,97,-.051,-4.401,86,2019,02568
120,123,Bubba Watson,65,-.052,-2.613,50,2019,02568
121,124,Robert Streb,80,-.053,-3.162,60,2019,02568
122,125,Phil Mickelson,63,-.065,-3.257,50,2019,02568
123,126,Chase Wright,75,-.069,-3.956,57,2019,02568
T124,127,Carlos Ortiz,84,-.072,-5.159,72,2019,02568
T124,116,Charles Howell III,94,-.072,-5.229,73,2019,02568
126,128,Kevin Na,65,-.076,-3.323,44,2019,02568
T127,T129,Jason Day,69,-.083,-3.902,47,2019,02568
T127,T129,Scott Brown,86,-.083,-5.633,68,2019,02568
T129,T131,Pat Perez,68,-.085,-3.486,41,2019,02568
T129,T131,Aaron Wise,72,-.085,-4.566,54,2019,02568
131,133,Austin Cook,68,-.095,-5.040,53,2019,02568
T132,T134,Jim Herman,52,-.110,-4.196,38,2019,02568
T132,T134,Wes Roach,69,-.110,-5.408,49,2019,02568
134,136,Stephan Jaeger,77,-.127,-7.262,57,2019,02568
135,137,Patton Kizzire,76,-.132,-6.987,53,2019,02568
136,138,"Ted Potter, Jr.",73,-.140,-8.381,60,2019,02568
137,139,Matt Jones,88,-.148,-9.781,66,2019,02568
138,140,Freddie Jacobson,53,-.151,-6.027,40,2019,02568
139,141,Tyler Duncan,89,-.152,-9.869,65,2019,02568
140,142,Richy Werenski,89,-.163,-11.935,73,2019,02568
141,143,Peter Uihlein,84,-.168,-9.759,58,2019,02568
142,144,Bill Haas,77,-.169,-10.315,61,2019,02568
143,145,Si Woo Kim,87,-.177,-10.471,59,2019,02568
144,146,Kelly Kraft,87,-.189,-12.292,65,2019,02568
145,147,Jordan Spieth,82,-.198,-13.077,66,2019,02568
146,148,Whee Kim,73,-.217,-10.197,47,2019,02568
147,149,Chris Stroud,70,-.229,-11.918,52,2019,02568
148,151,Brice Garnett,87,-.253,-16.442,65,2019,02568
149,152,Kramer Hickok,79,-.264,-15.562,59,2019,02568
150,153,J.J. Henry,58,-.273,-11.191,41,2019,02568
151,154,Fabián Gómez,62,-.286,-13.715,48,2019,02568
152,155,Julián Etulain,70,-.289,-14.749,51,2019,02568
153,156,Ryan Blaum,90,-.292,-21.006,72,2019,02568
154,157,Sam Burns,80,-.293,-19.928,68,2019,02568
155,158,Anirban Lahiri,73,-.298,-17.608,59,2019,02568
156,159,Brian Harman,91,-.301,-21.355,71,2019,02568
157,160,Ollie Schniederjans,77,-.308,-18.817,61,2019,02568
158,161,Brendan Steele,68,-.316,-16.134,51,2019,02568
159,162,Brady Schnell,53,-.318,-12.402,39,2019,02568
160,163,Ben Silverman,70,-.330,-18.500,56,2019,02568
161,164,Cameron Champ,78,-.335,-22.805,68,2019,02568
162,165,Aaron Baddeley,55,-.340,-14.277,42,2019,02568
163,167,Ernie Els,51,-.355,-10.658,30,2019,02568
164,168,Alex Noren,63,-.366,-15.745,43,2019,02568
165,169,Patrick Rodgers,55,-.383,-17.214,45,2019,02568
166,170,Brian Gay,93,-.392,-28.196,72,2019,02568
167,171,Satoshi Kodaira,67,-.399,-20.327,51,2019,02568
168,172,Kyle Jones,72,-.403,-21.767,54,2019,02568
169,173,Cody Gribble,74,-.427,-24.775,58,2019,02568
170,174,Kiradech Aphibarnrat,65,-.433,-19.482,45,2019,02568
171,175,Harris English,97,-.437,-34.518,79,2019,02568
172,176,Denny McCarthy,89,-.448,-30.940,69,2019,02568
173,177,José de Jesús Rodríguez,67,-.455,-22.286,49,2019,02568
174,178,Roberto Díaz,73,-.466,-23.741,51,2019,02568
175,179,Rod Pampling,56,-.473,-19.383,41,2019,02568
176,180,Scott Langley,78,-.483,-30.933,64,2019,02568
177,181,Joey Garber,63,-.501,-21.534,43,2019,02568
178,182,Michael Kim,61,-.545,-24.507,45,2019,02568
179,183,Hunter Mahan,59,-.563,-26.471,47,2019,02568
180,184,Sangmoon Bae,60,-.568,-22.717,40,2019,02568
181,185,Wyndham Clark,87,-.572,-41.761,73,2019,02568
182,186,Seamus Power,80,-.676,-41.913,62,2019,02568
183,187,John Chin,58,-.760,-28.864,38,2019,02568
184,188,Beau Hossler,87,-.765,-52.016,68,2019,02568
185,189,Dominic Bozzelli,73,-.766,-37.519,49,2019,02568
186,190,Curtis Luck,65,-.847,-37.262,44,2019,02568
187,191,Seth Reeves,73,-.941,-49.880,53,2019,02568
188,192,Martin Trainer,63,-1.378,-68.886,50,2019,02568
