RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,Year,Stat ID
45,45,Spencer Levin,99,68.27,"1,192","1,746",-0.23,2015,103
46,46,Whee Kim,71,68.20,847,"1,242",-0.26,2015,103
47,48,David Hearn,97,67.98,"1,187","1,746",-0.27,2015,103
48,50,Pat Perez,96,67.88,"1,173","1,728",-0.29,2015,103
49,47,Jordan Spieth,91,67.87,"1,075","1,584",-0.34,2015,103
50,52,William McGirt,103,67.85,"1,258","1,854",-0.25,2015,103
51,53,Mark Wilson,89,67.84,"1,038","1,530",-0.24,2015,103
52,54,Rory Sabbatini,81,67.83,989,"1,458",-0.27,2015,103
53,55,Webb Simpson,81,67.81,952,"1,404",-0.25,2015,103
54,56,Cameron Percy,72,67.78,854,"1,260",-0.26,2015,103
55,57,Boo Weekley,79,67.72,963,"1,422",-0.26,2015,103
56,58,John Merrick,78,67.64,901,"1,332",-0.24,2015,103
T57,T59,Tony Finau,106,67.61,"1,290","1,908",-0.31,2015,103
T57,T59,Scott Pinckney,88,67.61,"1,071","1,584",-0.26,2015,103
59,61,Sergio Garcia,59,67.56,681,"1,008",-0.29,2015,103
60,62,Keegan Bradley,87,67.53,"1,021","1,512",-0.28,2015,103
61,63,Jason Gore,76,67.52,875,"1,296",-0.27,2015,103
62,64,Brendon de Jonge,106,67.51,"1,288","1,908",-0.28,2015,103
63,65,Colt Knost,90,67.44,"1,044","1,548",-0.28,2015,103
64,66,Davis Love III,51,67.43,619,918,-0.22,2015,103
65,67,Jonathan Byrd,69,67.35,788,"1,170",-0.24,2015,103
66,68,Nick Watney,91,67.34,"1,103","1,638",-0.26,2015,103
67,69,Jason Kokrak,88,67.30,"1,066","1,584",-0.27,2015,103
68,70,John Senden,80,67.26,908,"1,350",-0.27,2015,103
69,71,Russell Henley,87,67.06,"1,014","1,512",-0.29,2015,103
T70,51,Harris English,105,67.05,"1,231","1,836",-0.28,2015,103
T70,77,Dustin Johnson,75,67.05,869,"1,296",-0.34,2015,103
72,73,Kyle Reifers,96,67.03,"1,110","1,656",-0.25,2015,103
73,74,Bo Van Pelt,81,66.88,951,"1,422",-0.25,2015,103
74,76,Carlos Ortiz,100,66.84,"1,155","1,728",-0.29,2015,103
T75,T78,Mark Hubbard,79,66.81,926,"1,386",-0.25,2015,103
T75,T78,Ryan Palmer,80,66.81,914,"1,368",-0.28,2015,103
T77,T80,Tyrone Van Aswegen,58,66.77,649,972,-0.26,2015,103
T77,T80,Patrick Rodgers,57,66.77,637,954,-0.30,2015,103
79,82,Gary Woodland,81,66.74,889,"1,332",-0.26,2015,103
80,72,Scott Piercy,90,66.73,"1,081","1,620",-0.28,2015,103
T81,T83,Brian Harman,90,66.67,"1,080","1,620",-0.27,2015,103
T81,T83,Andres Gonzales,90,66.67,"1,032","1,548",-0.27,2015,103
T81,T83,Robert Allenby,63,66.67,708,"1,062",-0.20,2015,103
84,87,Steven Alker,62,66.57,719,"1,080",-0.26,2015,103
T85,T88,Geoff Ogilvy,50,66.55,575,864,-0.23,2015,103
T85,75,Matt Kuchar,97,66.55,"1,126","1,692",-0.31,2015,103
T85,T88,Adam Hadwin,95,66.55,"1,114","1,674",-0.26,2015,103
88,90,Derek Ernst,75,66.51,850,"1,278",-0.22,2015,103
89,92,Lee Westwood,56,66.45,622,936,-0.28,2015,103
90,93,Blayne Barber,76,66.44,885,"1,332",-0.27,2015,103
91,94,George McNeill,93,66.43,"1,112","1,674",-0.27,2015,103
92,95,Ryo Ishikawa,90,66.41,"1,052","1,584",-0.28,2015,103
93,96,Jon Curran,83,66.39,944,"1,422",-0.24,2015,103
94,97,Martin Laird,77,66.31,919,"1,386",-0.27,2015,103
T95,86,Kevin Kisner,104,66.24,"1,240","1,872",-0.26,2015,103
T95,98,Vijay Singh,78,66.24,930,"1,404",-0.25,2015,103
97,91,Charley Hoffman,97,66.19,"1,120","1,692",-0.30,2015,103
98,99,James Hahn,94,66.13,"1,119","1,692",-0.27,2015,103
99,100,Roberto Castro,54,66.11,595,900,-0.24,2015,103
100,101,Chad Collins,79,66.10,940,"1,422",-0.25,2015,103
101,102,Jimmy Walker,89,66.09,"1,023","1,548",-0.31,2015,103
102,103,Tom Hoge,83,66.03,939,"1,422",-0.29,2015,103
103,104,Kevin Chappell,86,66.02,"1,022","1,548",-0.28,2015,103
104,106,Jerry Kelly,79,65.96,938,"1,422",-0.28,2015,103
105,109,Seung-Yul Noh,65,65.90,771,"1,170",-0.28,2015,103
106,105,Rickie Fowler,76,65.81,841,"1,278",-0.31,2015,103
107,110,Hunter Mahan,88,65.79,971,"1,476",-0.26,2015,103
108,111,Ian Poulter,68,65.71,757,"1,152",-0.27,2015,103
T109,T112,Alex Cejka,94,65.70,"1,088","1,656",-0.27,2015,103
T109,T112,Jeff Overton,94,65.70,"1,088","1,656",-0.27,2015,103
111,107,Danny Lee,120,65.69,"1,419","2,160",-0.30,2015,103
112,114,Chris Stroud,84,65.67,993,"1,512",-0.27,2015,103
T113,T115,Daniel Summerhays,101,65.62,"1,193","1,818",-0.30,2015,103
T113,T115,Marc Leishman,74,65.62,815,"1,242",-0.27,2015,103
115,117,Luke Donald,71,65.57,838,"1,278",-0.24,2015,103
116,118,Zac Blair,108,65.54,"1,227","1,872",-0.25,2015,103
117,119,Charlie Beljan,76,65.51,849,"1,296",-0.25,2015,103
118,120,Brendon Todd,96,65.47,"1,096","1,674",-0.28,2015,103
119,121,Bryce Molder,91,65.45,"1,025","1,566",-0.27,2015,103
120,122,Jhonattan Vegas,90,65.44,"1,013","1,548",-0.26,2015,103
121,123,Michael Thompson,83,65.43,954,"1,458",-0.26,2015,103
122,125,Billy Hurley III,83,65.26,928,"1,422",-0.24,2015,103
T123,T126,Jim Renner,68,65.24,775,"1,188",-0.18,2015,103
T123,T126,Ryan Moore,81,65.24,916,"1,404",-0.30,2015,103
125,128,Sam Saunders,83,65.23,951,"1,458",-0.25,2015,103
126,129,Scott Brown,97,65.18,"1,138","1,746",-0.28,2015,103
127,131,Scott Stallings,60,65.00,702,"1,080",-0.26,2015,103
128,132,Charl Schwartzel,67,64.99,737,"1,134",-0.26,2015,103
129,124,Brandt Snedeker,98,64.97,"1,111","1,710",-0.29,2015,103
130,133,David Lingmerth,90,64.94,"1,052","1,620",-0.28,2015,103
131,134,Ángel Cabrera,53,64.88,619,954,-0.26,2015,103
132,135,John Huh,102,64.85,"1,179","1,818",-0.26,2015,103
133,137,Sung Joon Park,79,64.72,897,"1,386",-0.21,2015,103
134,138,Scott Langley,94,64.67,"1,071","1,656",-0.27,2015,103
135,139,David Toms,62,64.66,675,"1,044",-0.24,2015,103
136,T140,Steve Wheatcroft,87,64.59,965,"1,494",-0.30,2015,103
137,142,Cameron Tringale,96,64.58,"1,116","1,728",-0.25,2015,103
138,T140,Kevin Na,98,64.56,"1,104","1,710",-0.29,2015,103
139,143,Chris Kirk,76,64.54,848,"1,314",-0.29,2015,103
140,144,Ernie Els,57,64.52,662,"1,026",-0.24,2015,103
141,136,Patrick Reed,103,64.42,"1,148","1,782",-0.30,2015,103
142,145,Nick Taylor,91,64.41,"1,055","1,638",-0.28,2015,103
143,146,Jonathan Randolph,72,64.37,811,"1,260",-0.25,2015,103
144,147,Sean O'Hair,86,64.34,996,"1,548",-0.29,2015,103
145,148,D.A. Points,72,64.29,810,"1,260",-0.23,2015,103
146,150,Ken Duke,93,64.17,"1,028","1,602",-0.25,2015,103
147,151,Matt Jones,89,64.05,980,"1,530",-0.31,2015,103
148,152,Robert Garrigus,70,63.97,760,"1,188",-0.25,2015,103
149,T153,Gonzalo Fernandez-Castaño,81,63.92,886,"1,386",-0.24,2015,103
150,155,Jamie Donaldson,50,63.83,540,846,-0.25,2015,103
151,156,K.J. Choi,66,63.80,712,"1,116",-0.26,2015,103
152,157,Greg Chalmers,58,63.79,620,972,-0.28,2015,103
153,158,Luke Guthrie,84,63.75,941,"1,476",-0.28,2015,103
154,159,J.B. Holmes,89,63.66,974,"1,530",-0.33,2015,103
155,160,Andrew Svoboda,80,63.60,893,"1,404",-0.25,2015,103
156,161,Chesson Hadley,101,63.59,"1,156","1,818",-0.29,2015,103
157,162,Fabián Gómez,83,63.52,949,"1,494",-0.27,2015,103
158,T153,Steven Bowditch,103,63.43,"1,176","1,854",-0.29,2015,103
159,163,Troy Merritt,91,63.37,"1,038","1,638",-0.25,2015,103
160,164,Ben Crane,62,63.22,660,"1,044",-0.22,2015,103
161,165,Brian Stuard,97,63.20,"1,058","1,674",-0.26,2015,103
162,166,Erik Compton,86,63.18,978,"1,548",-0.28,2015,103
163,167,Oscar Fraustro,58,63.17,614,972,-0.26,2015,103
164,168,Roger Sloan,56,63.14,591,936,-0.26,2015,103
165,169,Camilo Villegas,83,63.05,942,"1,494",-0.26,2015,103
166,170,Carl Pettersson,106,63.00,"1,202","1,908",-0.29,2015,103
167,171,Max Homa,78,62.99,839,"1,332",-0.26,2015,103
168,174,Sangmoon Bae,98,62.93,"1,110","1,764",-0.28,2015,103
169,173,Heath Slocum,57,62.79,599,954,-0.23,2015,103
170,175,Jonas Blixt,78,62.71,824,"1,314",-0.29,2015,103
171,176,Justin Leonard,61,62.57,687,"1,098",-0.24,2015,103
172,177,Aaron Baddeley,76,62.46,832,"1,332",-0.30,2015,103
173,178,Tim Wilkinson,73,62.44,798,"1,278",-0.24,2015,103
174,179,Brian Davis,86,62.26,919,"1,476",-0.24,2015,103
175,180,Retief Goosen,81,62.19,862,"1,386",-0.26,2015,103
176,181,Andres Romero,69,61.70,733,"1,188",-0.27,2015,103
177,182,Phil Mickelson,70,61.51,775,"1,260",-0.31,2015,103
178,183,Derek Fathauer,81,61.33,850,"1,386",-0.28,2015,103
179,184,Eric Axley,57,61.21,606,990,-0.26,2015,103
180,185,Morgan Hoffmann,85,61.11,935,"1,530",-0.31,2015,103
181,186,Padraig Harrington,60,61.02,659,"1,080",-0.25,2015,103
182,188,Ricky Barnes,82,60.47,849,"1,404",-0.29,2015,103
183,189,Andrew Putnam,68,59.90,690,"1,152",-0.27,2015,103
184,190,Matt Every,73,58.10,732,"1,260",-0.24,2015,103
