RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,Year,Stat ID
50,53,John Huh,92,64.09,787,"1,228",2017,102
51,55,Chris Kirk,89,63.93,741,"1,159",2017,102
52,47,Rickie Fowler,78,63.91,680,"1,064",2017,102
53,56,Scott Brown,95,63.89,812,"1,271",2017,102
54,49,Jason Dufner,89,63.76,732,"1,148",2017,102
55,58,Graham DeLaet,82,63.68,675,"1,060",2017,102
T56,T59,Daniel Summerhays,100,63.67,836,"1,313",2017,102
T56,T59,Jason Bohn,75,63.67,631,991,2017,102
T56,T59,Ben Martin,86,63.67,701,"1,101",2017,102
T56,T59,David Lingmerth,79,63.67,666,"1,046",2017,102
60,57,Russell Henley,99,63.66,862,"1,354",2017,102
61,63,Miguel Angel Carballo,63,63.61,507,797,2017,102
62,64,Brandt Snedeker,53,63.58,447,703,2017,102
63,65,Hunter Mahan,73,63.40,627,989,2017,102
64,66,Julián Etulain,68,63.34,558,881,2017,102
65,70,Adam Hadwin,98,63.20,864,"1,367",2017,102
66,67,Johnson Wagner,71,63.18,556,880,2017,102
67,68,James Hahn,96,63.14,848,"1,343",2017,102
68,69,Peter Malnati,91,63.10,749,"1,187",2017,102
69,72,Brendan Steele,89,62.88,742,"1,180",2017,102
70,71,Brian Harman,104,62.80,878,"1,398",2017,102
71,73,Danny Lee,93,62.72,779,"1,242",2017,102
72,74,Geoff Ogilvy,80,62.59,629,"1,005",2017,102
73,75,J.J. Henry,92,62.58,751,"1,200",2017,102
74,76,Ian Poulter,72,62.55,593,948,2017,102
75,78,Sergio Garcia,65,62.33,541,868,2017,102
76,77,Pat Perez,93,62.00,783,"1,263",2017,102
77,79,Fabián Gómez,61,61.81,513,830,2017,102
78,80,Michael Thompson,60,61.72,482,781,2017,102
79,82,Nick Taylor,97,61.66,817,"1,325",2017,102
80,83,Blayne Barber,77,61.62,610,990,2017,102
81,81,Patrick Cantlay,52,61.47,410,667,2017,102
82,84,Rafa Cabrera Bello,63,61.43,516,840,2017,102
83,85,Louis Oosthuizen,69,61.29,532,868,2017,102
84,86,Kevin Na,86,61.26,702,"1,146",2017,102
85,87,Troy Merritt,82,60.98,647,"1,061",2017,102
86,88,Ryan Blaum,100,60.94,816,"1,339",2017,102
87,89,Rod Pampling,71,60.83,604,993,2017,102
88,90,Brett Drewitt,57,60.73,450,741,2017,102
89,91,Sean O'Hair,84,60.61,711,"1,173",2017,102
90,92,Billy Hurley III,80,60.57,679,"1,121",2017,102
91,93,Shawn Stefani,72,60.53,575,950,2017,102
92,94,Mark Hubbard,81,60.41,624,"1,033",2017,102
93,95,Morgan Hoffmann,92,60.39,741,"1,227",2017,102
94,96,Hudson Swafford,94,60.27,757,"1,256",2017,102
95,97,Cameron Percy,71,60.18,547,909,2017,102
T96,T98,Bud Cauley,92,60.10,738,"1,228",2017,102
T96,T98,Jonas Blixt,74,60.10,586,975,2017,102
98,101,Billy Horschel,88,60.07,722,"1,202",2017,102
99,102,Kelly Kraft,75,60.06,594,989,2017,102
100,100,Daniel Berger,91,60.03,724,"1,206",2017,102
101,104,Jordan Spieth,85,60.00,657,"1,095",2017,102
102,103,Mark Anderson,54,59.97,436,727,2017,102
103,106,Anirban Lahiri,72,59.82,603,"1,008",2017,102
104,107,Greg Chalmers,75,59.80,595,995,2017,102
105,108,Tyrone Van Aswegen,105,59.79,809,"1,353",2017,102
106,109,Michael Kim,94,59.71,750,"1,256",2017,102
107,110,Scott Piercy,70,59.68,558,935,2017,102
108,111,Sung Kang,104,59.65,850,"1,425",2017,102
109,112,Mackenzie Hughes,106,59.63,870,"1,459",2017,102
110,113,Harold Varner III,101,59.61,825,"1,384",2017,102
111,114,Robert Garrigus,78,59.52,597,"1,003",2017,102
112,115,Bubba Watson,71,59.50,526,884,2017,102
113,116,J.T. Poston,95,59.44,721,"1,213",2017,102
114,118,Jason Kokrak,95,59.32,786,"1,325",2017,102
T115,105,Gary Woodland,94,59.31,736,"1,241",2017,102
T115,119,Chad Collins,66,59.31,513,865,2017,102
117,121,Bill Haas,92,59.27,703,"1,186",2017,102
118,124,Xander Schauffele,96,58.82,757,"1,287",2017,102
119,117,Kevin Chappell,95,58.78,740,"1,259",2017,102
120,122,Jon Rahm,90,58.66,681,"1,161",2017,102
121,120,Hideki Matsuyama,83,58.61,626,"1,068",2017,102
122,123,Charley Hoffman,112,58.56,886,"1,513",2017,102
123,125,Branden Grace,70,58.47,518,886,2017,102
124,126,Bryson DeChambeau,91,58.34,724,"1,241",2017,102
125,136,Justin Rose,66,58.32,522,895,2017,102
126,128,Brian Campbell,55,58.20,415,713,2017,102
127,129,Tag Ridings,67,58.18,480,825,2017,102
128,T130,Cameron Tringale,89,58.15,674,"1,159",2017,102
129,127,Marc Leishman,94,57.94,730,"1,260",2017,102
130,133,Wesley Bryan,95,57.87,735,"1,270",2017,102
131,134,Retief Goosen,52,57.79,371,642,2017,102
132,135,Ryan Palmer,61,57.76,428,741,2017,102
133,132,Jhonattan Vegas,95,57.67,729,"1,264",2017,102
134,137,Bryce Molder,74,57.60,595,"1,033",2017,102
135,138,Robert Streb,98,57.58,756,"1,313",2017,102
136,139,Tony Finau,106,57.53,837,"1,455",2017,102
137,140,Jamie Lovemark,98,57.39,769,"1,340",2017,102
138,141,Patrick Reed,107,57.18,800,"1,399",2017,102
139,142,Byeong Hun An,77,57.17,574,"1,004",2017,102
140,143,Matt Jones,64,57.09,447,783,2017,102
141,144,Scott Stallings,81,57.04,612,"1,073",2017,102
142,145,Si Woo Kim,80,57.03,600,"1,052",2017,102
143,146,Dustin Johnson,77,56.97,560,983,2017,102
144,147,Adam Scott,58,56.65,460,812,2017,102
145,148,Jimmy Walker,68,56.59,485,857,2017,102
146,149,Dominic Bozzelli,69,56.57,512,905,2017,102
147,150,Luke Donald,50,56.50,378,669,2017,102
148,151,Brad Fritsch,56,56.40,410,727,2017,102
149,152,Cameron Smith,86,56.26,643,"1,143",2017,102
150,153,Ernie Els,52,56.20,408,726,2017,102
151,154,Nicholas Lindheim,58,56.19,440,783,2017,102
152,156,Grayson Murray,94,56.01,704,"1,257",2017,102
153,157,Tom Hoge,54,55.99,360,643,2017,102
154,155,Brooks Koepka,88,55.80,625,"1,120",2017,102
155,159,Andres Gonzales,73,55.75,538,965,2017,102
156,160,Nick Watney,75,55.67,535,961,2017,102
157,161,Luke List,102,55.63,761,"1,368",2017,102
158,162,Derek Fathauer,81,55.49,581,"1,047",2017,102
159,163,Whee Kim,74,55.37,557,"1,006",2017,102
160,164,Stewart Cink,93,55.13,715,"1,297",2017,102
161,165,Rory McIlroy,51,55.06,370,672,2017,102
T162,170,Justin Thomas,86,55.05,610,"1,108",2017,102
T162,166,Phil Mickelson,85,55.05,616,"1,119",2017,102
164,167,Smylie Kaufman,76,54.79,543,991,2017,102
165,168,Cody Gribble,79,54.77,591,"1,079",2017,102
166,169,Charles Howell III,86,54.72,626,"1,144",2017,102
167,171,Trey Mullinax,88,54.59,625,"1,145",2017,102
168,173,Sebastián Muñoz,51,54.45,373,685,2017,102
169,174,Camilo Villegas,76,54.37,548,"1,008",2017,102
170,175,Ricky Barnes,100,54.32,698,"1,285",2017,102
171,176,Charl Schwartzel,63,54.31,454,836,2017,102
172,172,Jason Day,71,53.94,500,927,2017,102
173,177,Seamus Power,86,53.27,594,"1,115",2017,102
174,178,Gonzalo Fernandez-Castaño,63,53.26,417,783,2017,102
175,179,Seung-Yul Noh,91,53.09,645,"1,215",2017,102
176,180,Patrick Rodgers,76,52.90,547,"1,034",2017,102
177,181,Martin Flores,88,52.79,597,"1,131",2017,102
178,182,Patton Kizzire,84,52.54,558,"1,062",2017,102
179,183,Kevin Tway,96,52.48,646,"1,231",2017,102
180,184,Brandon Hagy,85,52.46,565,"1,077",2017,102
181,185,Aaron Baddeley,61,52.25,418,800,2017,102
182,186,Carl Pettersson,63,51.94,428,824,2017,102
183,187,Ryo Ishikawa,56,51.92,405,780,2017,102
184,188,Ryan Brehm,83,51.90,559,"1,077",2017,102
185,189,Ollie Schniederjans,92,51.89,631,"1,216",2017,102
186,190,Harris English,84,51.42,545,"1,060",2017,102
187,191,J.B. Holmes,83,51.27,545,"1,063",2017,102
188,192,Matt Every,76,48.41,473,977,2017,102
189,193,Andrew Loupe,55,45.93,333,725,2017,102
190,194,Steven Bowditch,59,45.37,348,767,2017,102
