RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS,Year,Stat ID
60,61,Zach Johnson,94,.206,14.836,72,2018,02564
61,62,Zac Blair,64,.203,9.346,46,2018,02564
62,63,Cody Gribble,71,.201,10.839,54,2018,02564
T63,T64,William McGirt,84,.200,14.970,75,2018,02564
T63,T64,Nick Watney,94,.200,15.999,80,2018,02564
65,66,Anirban Lahiri,82,.199,13.322,67,2018,02564
66,70,Xander Schauffele,96,.196,14.079,72,2018,02564
67,T67,Chez Reavie,93,.192,11.495,60,2018,02564
T68,71,Roberto Díaz,72,.168,9.410,56,2018,02564
T68,T87,Brooks Koepka,64,.168,9.058,54,2018,02564
T70,T72,Russell Henley,77,.167,9.704,58,2018,02564
T70,T72,John Huh,94,.167,13.730,82,2018,02564
T72,75,Brian Stuard,103,.164,14.398,88,2018,02564
T72,69,Patrick Reed,94,.164,10.317,63,2018,02564
74,76,Danny Lee,88,.156,10.927,70,2018,02564
75,77,Kiradech Aphibarnrat,51,.138,4.700,34,2018,02564
76,78,J.T. Poston,73,.135,7.712,57,2018,02564
77,74,Paul Casey,74,.133,6.537,49,2018,02564
78,59,Hideki Matsuyama,75,.132,7.507,57,2018,02564
79,79,Adam Schenk,86,.130,8.564,66,2018,02564
80,T89,Marc Leishman,93,.126,9.234,73,2018,02564
81,81,Martin Piller,79,.119,7.943,67,2018,02564
82,82,Ben Martin,64,.118,6.722,57,2018,02564
T83,T83,Jonathan Randolph,71,.115,6.913,60,2018,02564
T83,T55,Cameron Smith,85,.115,6.990,61,2018,02564
T83,T83,Pat Perez,82,.115,5.873,51,2018,02564
86,85,D.A. Points,63,.110,5.274,48,2018,02564
87,T87,Bronson Burgoon,69,.107,6.124,57,2018,02564
88,T89,Adam Hadwin,92,.106,7.013,66,2018,02564
89,91,Sam Saunders,80,.094,6.304,67,2018,02564
90,92,Nate Lashley,51,.082,2.854,35,2018,02564
91,93,Charl Schwartzel,65,.081,3.381,42,2018,02564
92,94,Troy Merritt,89,.077,5.594,73,2018,02564
93,T95,Kelly Kraft,94,.075,5.535,74,2018,02564
94,97,"Ted Potter, Jr.",87,.074,5.736,77,2018,02564
95,98,Chris Kirk,108,.073,6.996,96,2018,02564
96,99,Trey Mullinax,75,.072,4.243,59,2018,02564
97,80,Rory McIlroy,64,.060,3.073,51,2018,02564
98,100,Rory Sabbatini,91,.059,4.449,75,2018,02564
99,101,Chris Stroud,81,.053,3.098,58,2018,02564
T100,T102,Kevin Tway,110,.052,4.722,90,2018,02564
T100,T102,Andrew Putnam,97,.052,4.008,77,2018,02564
102,104,Scott Brown,102,.049,3.967,81,2018,02564
103,105,Rob Oppenheim,74,.045,2.413,54,2018,02564
104,T95,Kyle Stanley,93,.037,2.505,67,2018,02564
105,106,Talor Gooch,78,.031,1.903,62,2018,02564
106,86,Patton Kizzire,92,.030,2.321,78,2018,02564
107,107,Charley Hoffman,87,.026,1.789,68,2018,02564
T108,T108,Ryan Blaum,81,.025,1.790,72,2018,02564
T108,T108,Billy Hurley III,70,.025,1.419,57,2018,02564
110,110,Jason Kokrak,99,.022,1.931,88,2018,02564
111,111,Peter Uihlein,83,.021,1.352,65,2018,02564
112,112,Jamie Lovemark,92,.010,.810,78,2018,02564
113,113,Alex Cejka,77,.009,.557,60,2018,02564
114,122,Gary Woodland,96,.007,.483,70,2018,02564
T115,114,Fabián Gómez,88,.001,.062,71,2018,02564
T115,117,Bubba Watson,90,.001,.063,68,2018,02564
T117,T115,Tyrone Van Aswegen,101,-.010,-.821,83,2018,02564
T117,T115,Andrew Landry,82,-.010,-.752,73,2018,02564
119,118,Blayne Barber,69,-.022,-1.324,60,2018,02564
120,119,Harold Varner III,91,-.024,-1.770,74,2018,02564
T121,T120,Ethan Tracy,72,-.026,-1.403,54,2018,02564
T121,T120,Louis Oosthuizen,62,-.026,-1.214,46,2018,02564
T123,T123,Matt Jones,70,-.034,-1.616,47,2018,02564
T123,T123,Shawn Stefani,76,-.034,-2.045,60,2018,02564
T123,T123,Jordan Spieth,81,-.034,-2.224,66,2018,02564
126,126,Tom Lovelady,87,-.049,-3.410,69,2018,02564
127,127,Abraham Ancer,98,-.056,-4.648,83,2018,02564
128,128,Aaron Baddeley,84,-.057,-3.973,70,2018,02564
T129,T129,Jason Dufner,71,-.058,-3.003,52,2018,02564
T129,T129,Ryan Armour,109,-.058,-5.545,96,2018,02564
T131,T131,Jhonattan Vegas,92,-.059,-3.779,64,2018,02564
T131,T131,Bill Haas,76,-.059,-3.923,66,2018,02564
133,133,C.T. Pan,104,-.067,-5.470,82,2018,02564
134,134,Scott Stallings,96,-.070,-5.618,80,2018,02564
135,135,Brice Garnett,99,-.076,-6.170,81,2018,02564
136,136,Vaughn Taylor,83,-.080,-5.580,70,2018,02564
137,137,Robert Streb,78,-.081,-4.830,60,2018,02564
138,138,Russell Knox,94,-.088,-6.538,74,2018,02564
139,139,Lanto Griffin,80,-.096,-5.733,60,2018,02564
140,140,Cameron Tringale,67,-.104,-5.287,51,2018,02564
141,141,Jonathan Byrd,70,-.106,-5.087,48,2018,02564
142,142,Richy Werenski,98,-.109,-8.087,74,2018,02564
143,143,David Hearn,66,-.127,-6.329,50,2018,02564
144,144,Steve Wheatcroft,60,-.128,-5.887,46,2018,02564
145,145,Stephan Jaeger,81,-.144,-9.090,63,2018,02564
146,146,J.J. Spaun,85,-.149,-10.580,71,2018,02564
147,147,Jon Rahm,71,-.151,-7.685,51,2018,02564
148,148,James Hahn,85,-.152,-10.517,69,2018,02564
149,149,Tom Hoge,101,-.162,-13.429,83,2018,02564
150,150,Conrad Shindler,60,-.166,-7.325,44,2018,02564
151,151,Si Woo Kim,108,-.168,-13.138,78,2018,02564
152,153,Mackenzie Hughes,80,-.177,-12.011,68,2018,02564
153,152,Patrick Cantlay,87,-.182,-12.177,67,2018,02564
154,154,Lucas Glover,65,-.186,-8.573,46,2018,02564
155,155,Matt Atkins,56,-.198,-7.907,40,2018,02564
156,156,Cameron Percy,56,-.205,-8.387,41,2018,02564
T157,T157,Henrik Stenson,60,-.207,-9.092,44,2018,02564
T157,T157,Sean O'Hair,67,-.207,-11.802,57,2018,02564
T157,T157,J.B. Holmes,77,-.207,-14.110,68,2018,02564
160,160,Sung Kang,89,-.235,-15.725,67,2018,02564
161,161,Kevin Streelman,94,-.250,-20.473,82,2018,02564
162,162,Hudson Swafford,73,-.260,-13.534,52,2018,02564
163,163,Ryan Moore,78,-.271,-17.864,66,2018,02564
164,164,Joel Dahmen,93,-.277,-19.670,71,2018,02564
T165,T165,Adam Scott,78,-.285,-17.092,60,2018,02564
T165,T165,Byeong Hun An,86,-.285,-20.820,73,2018,02564
167,167,Shane Lowry,64,-.286,-14.582,51,2018,02564
168,168,Martin Flores,92,-.289,-20.822,72,2018,02564
169,169,Nick Taylor,94,-.312,-23.072,74,2018,02564
170,170,Kevin Chappell,77,-.344,-21.350,62,2018,02564
171,171,Stewart Cink,87,-.345,-23.115,67,2018,02564
172,172,Sam Ryder,82,-.349,-24.436,70,2018,02564
173,173,Grayson Murray,72,-.350,-20.673,59,2018,02564
174,175,Keegan Bradley,98,-.358,-28.640,80,2018,02564
175,174,Matt Every,79,-.364,-22.202,61,2018,02564
176,176,Corey Conners,97,-.385,-30.426,79,2018,02564
177,178,Retief Goosen,60,-.411,-16.460,40,2018,02564
178,179,Rod Pampling,62,-.421,-18.964,45,2018,02564
179,180,Xinjun Zhang,81,-.437,-24.885,57,2018,02564
180,181,Chad Campbell,87,-.454,-30.441,67,2018,02564
181,182,Luke List,98,-.467,-36.446,78,2018,02564
182,183,Francesco Molinari,73,-.487,-27.741,57,2018,02564
183,184,Keith Mitchell,99,-.504,-41.841,83,2018,02564
184,185,Ryan Palmer,69,-.528,-31.665,60,2018,02564
185,186,Tyler Duncan,97,-.566,-45.865,81,2018,02564
T186,T187,Robert Garrigus,80,-.569,-38.672,68,2018,02564
T186,T187,J.J. Henry,81,-.569,-35.860,63,2018,02564
T186,T187,Scott Piercy,84,-.569,-38.686,68,2018,02564
189,190,Brendan Steele,74,-.576,-31.096,54,2018,02564
190,191,Andrew Yun,51,-.600,-20.385,34,2018,02564
191,192,Satoshi Kodaira,51,-.645,-25.795,40,2018,02564
192,193,Zecheng Dou,53,-.667,-24.010,36,2018,02564
193,194,Kyle Thompson,50,-.750,-27.018,36,2018,02564
