RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,Year,Stat ID
32,31,Tommy Fleetwood,73,69.36,824,"1,188",-0.32,2018,103
33,34,Charles Howell III,104,69.33,"1,248","1,800",-0.26,2018,103
34,38,Hideki Matsuyama,75,69.29,898,"1,296",-0.30,2018,103
35,37,Brendan Steele,74,69.24,835,"1,206",-0.24,2018,103
36,28,Keegan Bradley,98,69.18,"1,158","1,674",-0.27,2018,103
37,39,Patton Kizzire,92,69.04,"1,106","1,602",-0.27,2018,103
38,40,Hudson Swafford,73,68.99,832,"1,206",-0.25,2018,103
39,41,Hunter Mahan,67,68.96,782,"1,134",-0.28,2018,103
40,42,David Hearn,66,68.89,744,"1,080",-0.26,2018,103
41,43,Emiliano Grillo,94,68.84,"1,140","1,656",-0.28,2018,103
42,44,Joel Dahmen,93,68.82,"1,053","1,530",-0.26,2018,103
43,47,Aaron Wise,90,68.81,"1,090","1,584",-0.29,2018,103
44,45,Ryan Moore,78,68.80,966,"1,404",-0.26,2018,103
T45,46,Russell Henley,77,68.77,916,"1,332",-0.26,2018,103
T45,49,Justin Thomas,91,68.77,"1,015","1,476",-0.33,2018,103
47,48,Chez Reavie,93,68.67,"1,063","1,548",-0.27,2018,103
48,50,Shane Lowry,64,68.65,692,"1,008",-0.25,2018,103
49,51,Stewart Cink,87,68.58,"1,074","1,566",-0.27,2018,103
50,52,Bronson Burgoon,69,68.44,850,"1,242",-0.28,2018,103
51,53,Luke List,98,68.36,"1,169","1,710",-0.27,2018,103
52,54,J.T. Poston,73,68.31,873,"1,278",-0.28,2018,103
53,55,James Hahn,85,68.29,"1,008","1,476",-0.26,2018,103
54,36,Brooks Koepka,64,68.28,762,"1,116",-0.31,2018,103
55,56,Chris Kirk,108,68.24,"1,302","1,908",-0.27,2018,103
56,57,Ryan Armour,109,68.22,"1,314","1,926",-0.25,2018,103
57,35,Bubba Watson,90,68.21,970,"1,422",-0.28,2018,103
58,58,Nate Lashley,51,68.20,577,846,-0.24,2018,103
59,59,Jonathan Byrd,70,68.19,761,"1,116",-0.25,2018,103
60,60,Denny McCarthy,71,68.17,773,"1,134",-0.26,2018,103
T61,T62,Nicholas Lindheim,77,68.04,845,"1,242",-0.26,2018,103
T61,T62,Adam Hadwin,92,68.04,"1,090","1,602",-0.25,2018,103
63,64,Byeong Hun An,86,67.99,"1,028","1,512",-0.26,2018,103
64,65,Nick Watney,94,67.96,"1,101","1,620",-0.28,2018,103
65,66,Beau Hossler,104,67.95,"1,272","1,872",-0.29,2018,103
66,61,Webb Simpson,95,67.93,"1,125","1,656",-0.29,2018,103
67,67,Adam Schenk,86,67.92,978,"1,440",-0.24,2018,103
68,68,Peter Uihlein,83,67.88,953,"1,404",-0.27,2018,103
69,69,Johnson Wagner,75,67.87,843,"1,242",-0.28,2018,103
70,70,Fabián Gómez,88,67.86,"1,026","1,512",-0.25,2018,103
71,71,Rory Sabbatini,91,67.85,"1,087","1,602",-0.26,2018,103
72,72,Paul Casey,74,67.84,867,"1,278",-0.27,2018,103
73,73,Harold Varner III,91,67.79,"1,086","1,602",-0.25,2018,103
74,74,Pat Perez,82,67.78,915,"1,350",-0.27,2018,103
75,75,Chesson Hadley,103,67.68,"1,206","1,782",-0.30,2018,103
76,76,Nick Taylor,94,67.65,"1,096","1,620",-0.24,2018,103
T77,T77,Brian Harman,94,67.59,"1,095","1,620",-0.26,2018,103
T77,T77,William McGirt,84,67.59,949,"1,404",-0.24,2018,103
79,79,Shawn Stefani,76,67.49,899,"1,332",-0.27,2018,103
80,81,Zach Johnson,94,67.43,"1,056","1,566",-0.29,2018,103
81,82,Lanto Griffin,80,67.42,898,"1,332",-0.27,2018,103
82,80,Tiger Woods,68,67.40,825,"1,224",-0.30,2018,103
T83,T83,Lucas Glover,65,67.12,737,"1,098",-0.24,2018,103
T83,T83,Brian Stuard,103,67.12,"1,172","1,746",-0.25,2018,103
85,85,Stephan Jaeger,81,67.11,906,"1,350",-0.25,2018,103
86,86,Branden Grace,67,67.10,773,"1,152",-0.27,2018,103
87,87,Tom Lovelady,87,67.08,978,"1,458",-0.29,2018,103
88,88,Xinjun Zhang,81,67.04,905,"1,350",-0.24,2018,103
89,89,Vaughn Taylor,83,67.02,953,"1,422",-0.27,2018,103
90,90,Ian Poulter,73,67.01,772,"1,152",-0.26,2018,103
91,92,Richy Werenski,98,66.97,"1,109","1,656",-0.26,2018,103
92,93,Daniel Berger,81,66.89,915,"1,368",-0.26,2018,103
93,94,Kevin Tway,110,66.88,"1,252","1,872",-0.29,2018,103
94,95,Matt Kuchar,88,66.81,962,"1,440",-0.27,2018,103
95,96,Brice Garnett,99,66.78,"1,142","1,710",-0.26,2018,103
96,91,Marc Leishman,93,66.67,"1,080","1,620",-0.30,2018,103
97,97,Steve Wheatcroft,60,66.57,695,"1,044",-0.26,2018,103
98,98,Charley Hoffman,87,66.53,958,"1,440",-0.27,2018,103
99,99,Kevin Chappell,77,66.52,886,"1,332",-0.27,2018,103
100,100,Austin Cook,107,66.51,"1,281","1,926",-0.27,2018,103
T101,T101,Abraham Ancer,98,66.49,"1,149","1,728",-0.27,2018,103
T101,T101,Matt Jones,70,66.49,742,"1,116",-0.27,2018,103
103,103,Zac Blair,64,66.48,694,"1,044",-0.27,2018,103
104,104,Tyrrell Hatton,58,66.46,646,972,-0.24,2018,103
105,105,Martin Flores,92,66.34,"1,027","1,548",-0.26,2018,103
106,109,Rory McIlroy,64,66.30,728,"1,098",-0.31,2018,103
107,106,Conrad Shindler,60,66.27,668,"1,008",-0.26,2018,103
108,107,Ryan Blaum,81,66.10,928,"1,404",-0.27,2018,103
109,108,Mackenzie Hughes,80,66.01,903,"1,368",-0.27,2018,103
110,110,Martin Laird,73,65.90,771,"1,170",-0.29,2018,103
111,111,John Huh,94,65.80,"1,066","1,620",-0.29,2018,103
112,112,Louis Oosthuizen,62,65.74,639,972,-0.23,2018,103
113,113,Brandon Harkins,101,65.67,"1,123","1,710",-0.31,2018,103
T114,T114,Patrick Rodgers,97,65.65,"1,099","1,674",-0.28,2018,103
T114,T114,Scott Brown,102,65.65,"1,158","1,764",-0.27,2018,103
116,116,Andrew Landry,82,65.63,945,"1,440",-0.27,2018,103
117,117,Scott Stallings,96,65.62,"1,063","1,620",-0.26,2018,103
118,118,Ryan Palmer,69,65.61,744,"1,134",-0.30,2018,103
119,121,Xander Schauffele,96,65.59,"1,098","1,674",-0.29,2018,103
120,119,Chad Campbell,87,65.54,932,"1,422",-0.21,2018,103
121,120,Cameron Tringale,67,65.52,743,"1,134",-0.23,2018,103
T122,T122,Kevin Kisner,89,65.38,918,"1,404",-0.28,2018,103
T122,T122,Trey Mullinax,75,65.38,812,"1,242",-0.29,2018,103
T124,T124,Jason Day,75,65.28,799,"1,224",-0.33,2018,103
T124,T124,Robert Garrigus,80,65.28,893,"1,368",-0.26,2018,103
126,T126,J.B. Holmes,77,65.26,881,"1,350",-0.28,2018,103
127,129,Tyrone Van Aswegen,101,65.23,"1,092","1,674",-0.26,2018,103
T128,T130,Seamus Power,86,65.17,915,"1,404",-0.27,2018,103
T128,T130,Jhonattan Vegas,92,65.17,"1,044","1,602",-0.25,2018,103
130,132,Troy Merritt,89,65.16,997,"1,530",-0.29,2018,103
131,133,Danny Lee,88,65.05,"1,007","1,548",-0.29,2018,103
132,134,Brandt Snedeker,84,65.04,960,"1,476",-0.29,2018,103
133,135,Sam Saunders,80,65.02,866,"1,332",-0.30,2018,103
134,136,Ben Silverman,90,64.95,982,"1,512",-0.27,2018,103
135,137,Robert Streb,78,64.94,865,"1,332",-0.24,2018,103
136,138,Alex Noren,67,64.91,701,"1,080",-0.28,2018,103
T137,139,Ben Crane,65,64.88,689,"1,062",-0.26,2018,103
T137,T126,Phil Mickelson,90,64.88,"1,016","1,566",-0.34,2018,103
139,140,Ethan Tracy,72,64.87,794,"1,224",-0.26,2018,103
140,141,Bill Haas,76,64.79,863,"1,332",-0.23,2018,103
141,142,Anirban Lahiri,82,64.70,955,"1,476",-0.27,2018,103
142,128,Kevin Na,91,64.66,"1,001","1,548",-0.31,2018,103
143,143,Jamie Lovemark,92,64.65,"1,024","1,584",-0.29,2018,103
144,144,Matt Every,79,64.59,872,"1,350",-0.26,2018,103
145,145,Brian Gay,103,64.52,"1,173","1,818",-0.30,2018,103
146,146,Graeme McDowell,67,64.50,685,"1,062",-0.24,2018,103
147,148,Bud Cauley,55,64.26,613,954,-0.26,2018,103
148,149,Jason Dufner,71,64.24,740,"1,152",-0.24,2018,103
149,150,Rob Oppenheim,74,64.05,784,"1,224",-0.26,2018,103
150,151,Ben Martin,64,63.98,737,"1,152",-0.28,2018,103
151,152,Sean O'Hair,67,63.84,724,"1,134",-0.27,2018,103
152,153,Kelly Kraft,94,63.83,"1,057","1,656",-0.25,2018,103
153,154,Si Woo Kim,108,63.78,"1,194","1,872",-0.27,2018,103
154,155,Alex Cejka,77,63.77,792,"1,242",-0.27,2018,103
155,156,Ricky Barnes,65,63.75,677,"1,062",-0.32,2018,103
156,157,Roberto Díaz,72,63.73,780,"1,224",-0.23,2018,103
157,158,Zecheng Dou,53,63.72,562,882,-0.21,2018,103
158,159,Tom Hoge,101,63.62,"1,065","1,674",-0.28,2018,103
159,160,Talor Gooch,78,63.58,824,"1,296",-0.26,2018,103
160,147,Patrick Reed,94,63.57,984,"1,548",-0.30,2018,103
161,161,Whee Kim,93,63.55,"1,018","1,602",-0.29,2018,103
162,162,Matt Atkins,56,63.46,594,936,-0.26,2018,103
163,163,Aaron Baddeley,84,63.39,890,"1,404",-0.26,2018,103
164,164,Harris English,84,63.32,889,"1,404",-0.29,2018,103
165,165,Sung Kang,89,63.20,967,"1,530",-0.28,2018,103
166,166,Jim Furyk,50,63.19,546,864,-0.23,2018,103
167,167,Cameron Smith,85,63.18,887,"1,404",-0.30,2018,103
T168,T168,David Lingmerth,82,63.03,885,"1,404",-0.30,2018,103
T168,T168,"Ted Potter, Jr.",87,63.03,987,"1,566",-0.27,2018,103
170,170,Billy Hurley III,70,63.02,726,"1,152",-0.25,2018,103
171,171,Peter Malnati,87,62.99,941,"1,494",-0.30,2018,103
172,172,Chris Stroud,81,62.94,827,"1,314",-0.27,2018,103
173,173,Ollie Schniederjans,91,62.77,983,"1,566",-0.31,2018,103
174,174,Rod Pampling,62,62.64,654,"1,044",-0.23,2018,103
175,175,Grayson Murray,72,62.50,810,"1,296",-0.30,2018,103
176,176,Cody Gribble,71,62.48,731,"1,170",-0.28,2018,103
177,177,Kyle Thompson,50,62.44,517,828,-0.22,2018,103
178,178,Kiradech Aphibarnrat,51,62.20,515,828,-0.27,2018,103
179,179,Jonas Blixt,67,62.02,681,"1,098",-0.24,2018,103
180,180,Jimmy Walker,81,61.90,858,"1,386",-0.29,2018,103
181,181,Andrew Yun,51,61.85,501,810,-0.22,2018,103
182,182,Retief Goosen,60,61.75,578,936,-0.25,2018,103
183,183,Wesley Bryan,69,61.28,739,"1,206",-0.27,2018,103
184,184,Charl Schwartzel,65,61.11,638,"1,044",-0.25,2018,103
185,185,Dominic Bozzelli,65,60.94,713,"1,170",-0.28,2018,103
186,186,Michael Kim,74,60.63,764,"1,260",-0.28,2018,103
187,187,Jonathan Randolph,71,60.43,707,"1,170",-0.24,2018,103
188,188,Martin Piller,79,60.39,837,"1,386",-0.27,2018,103
189,189,Derek Fathauer,84,60.35,869,"1,440",-0.29,2018,103
190,190,Satoshi Kodaira,51,60.30,521,864,-0.22,2018,103
191,191,D.A. Points,63,60.20,661,"1,098",-0.26,2018,103
192,192,Greg Chalmers,56,56.94,533,936,-0.27,2018,103
193,193,Daniel Summerhays,51,56.79,460,810,-0.28,2018,103
